algorithm,round,client_id,original_size_bytes,delta_size_bytes,reduction_percent
flips,0,53,952189,382962,59.78088383713738
flips,0,80,952260,316483,66.76506416314871
flips,31,46,953143,381886,59.934028786866186
flips,3,24,952663,380422,60.06751600513508
flips,1,58,952429,395527,58.47176009970296
flips,4,37,953204,413132,56.65859564164648
flips,2,29,950639,402285,57.68267449578652
flips,3,14,951233,400711,57.874569111879005
flips,32,46,952836,384187,59.67963007275123
flips,3,21,951681,415220,56.36983400950528
flips,1,12,952551,388430,59.222130888529854
flips,2,58,951639,408515,57.07248231734934
flips,13,57,952658,330959,65.25941103732924
flips,8,50,952700,325826,65.79972709142436
flips,3,66,952188,400400,57.949480564762425
flips,30,98,952702,416591,56.27268547772546
flips,2,59,949688,374283,60.588846021009005
flips,1,87,951223,419922,55.85451571292956
flips,2,30,951305,407470,57.16725971165925
flips,3,29,950981,415519,56.30627741248249
flips,1,34,951228,402829,57.6516881336546
flips,13,11,951608,407615,57.16566065018369
flips,33,46,951879,390913,58.932490369049006
flips,0,77,950307,396208,58.30736804001233
flips,0,75,950901,369813,61.10920064233816
flips,4,2,951421,425518,55.2755299704337
flips,4,19,949131,392799,58.614880348445055
flips,5,2,950017,426919,55.06196204910017
flips,3,60,951417,338089,64.46468793389228
flips,2,87,950955,425464,55.259291974909445
flips,14,11,951463,385362,59.497952101132675
flips,34,46,951489,395754,58.406875959680036
flips,2,55,951335,365095,61.62287732502221
flips,3,30,951481,403656,57.57603147093846
flips,1,44,951050,369444,61.154092844750544
flips,31,98,951380,430995,54.697912506043856
flips,2,94,949529,437688,53.9047253954329
flips,0,90,947983,344625,63.64649998997872
flips,0,97,949268,410678,56.73740187175803
flips,3,54,948638,382430,59.68641357398713
flips,3,55,950189,357983,62.32507427469693
flips,13,52,950899,392035,58.77217243892359
flips,15,11,950685,386869,59.306289675339364
flips,2,44,950055,386932,59.27267368731284
flips,35,46,951180,412722,56.60947454740428
flips,5,19,950422,416155,56.21366087906215
flips,32,98,947556,403392,57.42816255714702
flips,1,97,948326,419917,55.72018483095476
flips,4,99,948808,417692,55.97718400350755
flips,0,62,948012,426958,54.962806377978346
flips,0,61,947159,390086,58.815151415971336
flips,16,11,949653,396776,58.21884414623025
flips,1,47,948746,381144,59.826549993359656
flips,3,94,949413,456216,51.947571815427004
flips,5,37,949629,400008,57.87744477053671
flips,36,46,949679,410903,56.73243274832864
flips,33,98,947997,416612,56.05344742652139
flips,4,14,946361,407682,56.92109036614992
flips,0,89,946525,445426,52.940915453897155
flips,2,45,947377,427986,54.824109092789875
flips,0,7,946508,419279,55.702540284920985
flips,6,37,948554,397494,58.09474210218924
flips,2,47,948061,394008,58.44064886120197
flips,17,11,948869,403576,57.46767994317445
flips,2,97,948706,415620,56.190853646967554
flips,37,46,948955,426448,55.06130427680975
flips,1,74,946873,377435,60.13879369250152
flips,1,48,946085,411419,56.513526797275084
flips,1,7,945829,380186,59.80393918985356
flips,34,98,947469,433409,54.25612869655894
flips,1,1,947184,414602,56.227934593489756
flips,18,11,947738,401833,57.60083482987915
flips,0,68,946958,386245,59.212024186922754
flips,38,46,948232,423258,55.363455356916866
flips,1,89,947188,439708,53.577536877578694
flips,7,37,947877,403541,57.42686023608549
flips,4,55,945101,395274,58.17653351334937
flips,6,2,945420,436398,53.84083264580821
flips,3,36,945374,416354,55.95880572133356
flips,2,7,945334,410326,56.594600426939046
flips,39,46,946896,446921,52.8014692215407
flips,6,19,946502,425017,55.0960272667147
flips,0,20,945856,422683,55.31211939238108
flips,35,98,946810,457798,51.64837718232802
flips,2,1,946107,411907,56.4629582066299
flips,19,11,947174,418159,55.85193428029063
flips,20,11,945612,412894,56.33579100096022
flips,4,21,944379,420882,55.43293529398684
flips,1,51,945272,423634,55.18390473853029
flips,40,46,946331,430280,54.53176531255976
flips,4,36,945331,420597,55.507964935033336
flips,1,25,945287,401064,57.57225054401467
